ligand name,T [°C],t [h],solvent1,V/V solvent1 [ ],solvent2,V/V solvent2 [ ],solvent3,V/V solvent3 [ ],inorganic salt,metal,additional,reported,outcome,score
"(1R,3S)-1,2,2-trimethyl-3-(pyridin-4-ylcarbamoyl)cyclopentanecarboxylic acid",100,48,methanol,0.86,water,0.14,NA,0.00,Zn(NO3)2·6H2O,Zn,NA,10.1039/c2jm15604k,successful,1.00
" (1R, 3S)-1,2,2-trimethyl-3-(pyridin-3-ylmethylcarbamoyl)cyclopentanecarboxylic acid",100,30,water,1.00,NA,0.00,NA,0.00,CdSO4·8/3H2O,Cd,NaOH,10.1016/j.inoche.2007.01.001,successful,1.00
"1,2,2-trimethyl-3-(pyridin-4-ylcarbamoyl)cyclopentanecarboxylic acid",120,48,DMF,0.50,water,0.25,ethanol,0.25,Zn(NO3)2·6H2O,Zn,NA,10.1021/cg101135r,successful,1.00
"1,2,2-trimethyl-3-(pyridin-4-ylcarbamoyl)cyclopentanecarboxylic acid",120,48,DMF,0.54,water,0.23,ethanol,0.23,Cd(NO3)2·4H2O,Cd,NA,10.1021/cg101135r,successful,1.00
"(1R,3S)-1,2,2-trimethylcyclopentane-1,3-dicarboxylic acid",100,48,DMF,0.65,ethanol,0.35,NA,0.00,Mn(NO3)2·6H2O,Mn,NA,10.1021/ic502861k,successful,1.00
"benzene-1,4-dicarboxylic acid",110,48,DEF,1.00,NA,0.00,NA,0.00,Zn(NO3)2·6H2O,Zn,NA,10.1016/j.micromeso.2008.06.040,successful,1.00
"benzene-1,4-dicarboxylic acid",110,48,DEF,0.60,mesitylene,0.40,NA,0.00,Zn(NO3)2·6H2O,Zn,NA,10.1016/j.micromeso.2008.06.040,successful,1.00
"benzene-1,4-dicarboxylic acid",110,48,DEF,0.50,mesitylene,0.50,NA,0.00,Zn(NO3)2·6H2O,Zn,NA,10.1016/j.micromeso.2008.06.040,byproduct,0.30
"benzene-1,4-dicarboxylic acid",110,48,DEF,0.40,mesitylene,0.60,NA,0.00,Zn(NO3)2·6H2O,Zn,NA,10.1016/j.micromeso.2008.06.040,failed,0.00
"benzene-1,4-dicarboxylic acid",110,48,DEF,0.20,mesitylene,0.80,NA,0.00,Zn(NO3)2·6H2O,Zn,NA,10.1016/j.micromeso.2008.06.040,failed,0.00
"benzene-1,4-dicarboxylic acid",110,48,DEF,0.50,toluene,0.50,NA,0.00,Zn(NO3)2·6H2O,Zn,NA,10.1016/j.micromeso.2008.06.040,failed,0.00
"benzene-1,4-dicarboxylic acid",110,48,DEF,0.50,chlorobenzene,0.50,NA,0.00,Zn(NO3)2·6H2O,Zn,NA,10.1016/j.micromeso.2008.06.040,failed,0.00
"benzene-1,4-dicarboxylic acid",110,48,DEF,1.00,NA,0.00,NA,0.00,ZnO,Zn,NA,10.1016/j.micromeso.2008.06.040,contaminated,0.40
"benzene-1,4-dicarboxylic acid",110,48,DEF,0.60,mesitylene,0.40,NA,0.00,ZnO,Zn,NA,10.1016/j.micromeso.2008.06.040,contaminated,0.40
"benzene-1,4-dicarboxylic acid",110,48,DEF,0.50,mesitylene,0.50,NA,0.00,ZnO,Zn,NA,10.1016/j.micromeso.2008.06.040,contaminated,0.40
"benzene-1,4-dicarboxylic acid",110,48,DEF,0.40,mesitylene,0.60,NA,0.00,ZnO,Zn,NA,10.1016/j.micromeso.2008.06.040,contaminated,0.40
"benzene-1,4-dicarboxylic acid",110,48,DEF,0.20,mesitylene,0.80,NA,0.00,ZnO,Zn,NA,10.1016/j.micromeso.2008.06.040,byproduct,0.30
"benzene-1,4-dicarboxylic acid",110,48,DEF,0.50,toluene,0.50,NA,0.00,ZnO,Zn,NA,10.1016/j.micromeso.2008.06.040,contaminated,0.40
"benzene-1,4-dicarboxylic acid",110,48,DEF,0.50,chlorobenzene,0.50,NA,0.00,ZnO,Zn,NA,10.1016/j.micromeso.2008.06.040,contaminated,0.40
(2E)-but-2-enedioic acid,100,24,DMF,1.00,NA,0.00,NA,0.00,FeCl3·6H2O,Fe,NA,10.1039/c0jm03563g,successful,1.00
(2E)-but-2-enedioic acid,100,24,water,1.00,NA,0.00,NA,0.00,FeCl3·6H2O,Fe,NA,10.1039/c0jm03563g,successful,1.00
(2E)-but-2-enedioic acid,100,24,methanol,1.00,NA,0.00,NA,0.00,FeCl3·6H2O,Fe,NA,10.1039/c0jm03563g,failed,0.00
(2E)-but-2-enedioic acid,100,24,DMF,1.00,NA,0.00,NA,0.00,FeCl3·6H2O,Fe,NaOH,10.1039/c0jm03563g,successful,1.00
(2E)-but-2-enedioic acid,100,24,water,1.00,NA,0.00,NA,0.00,FeCl3·6H2O,Fe,NaOH,10.1039/c0jm03563g,contaminated,0.40
(2E)-but-2-enedioic acid,100,24,methanol,1.00,NA,0.00,NA,0.00,FeCl3·6H2O,Fe,NaOH,10.1039/c0jm03563g,conatminated,0.40
"benzene-1,3,5-tricarboxylic acid",160,48,DMF,0.50,water,0.50,NA,0.00,NiNO3·6H2O,Ni,NA,10.5935/0100-4042.20160068,poor,0.80
"benzene-1,3,5-tricarboxylic acid",160,48,ethanol,0.50,water,0.50,NA,0.00,NiNO3·6H2O,Ni,NA,10.5935/0100-4042.20160068,successful,1.00
"benzene-1,3,5-tricarboxylic acid",80,16,DMF,0.33,ethanol,0.32,water,0.35,Cu(NO3)2·3H2O,Cu,NA,10.1021/acssuschemeng.6b02115,successful,1.00
"benzene-1,3,5-tricarboxylic acid",80,16,Cyrene,0.83,ethanol,0.17,NA,NA,Cu(NO3)2·3H2O,Cu,NA,10.1021/acssuschemeng.6b02115,successful,1.00
"benzene-1,3,5-tricarboxylic acid",80,16,Cyrene,0.50,ethanol,0.50,NA,NA,Cu(NO3)2·3H2O,Cu,NA,10.1021/acssuschemeng.6b02115,successful,1.00
"benzene-1,3,5-tricarboxylic acid",80,16,Cyrene,0.33,ethanol,0.32,water,0.35,Cu(NO3)2·3H2O,Cu,NA,10.1021/acssuschemeng.6b02115,poor BET,0.90
"benzene-1,3,5-tricarboxylic acid",80,16,Cyrene,0.50,ethanol,0.475,water,0.03,Cu(NO3)2·3H2O,Cu,NA,10.1021/acssuschemeng.6b02115,poor BET,0.90
"benzene-1,3,5-tricarboxylic acid",80,16,Cyrene,0.91,ethanol,0.09,NA,NA,Cu(NO3)2·3H2O,Cu,NA,10.1021/acssuschemeng.6b02115,poor BET,0.80
"benzene-1,3,5-tricarboxylic acid",80,16,DMSO,0.50,ethanol,0.50,NA,NA,Cu(NO3)2·3H2O,Cu,NA,10.1021/acssuschemeng.6b02115,failed,0.00
"benzene-1,3,5-tricarboxylic acid",80,16,ethanol,1.00,NA,NA,NA,NA,Cu(NO3)2·3H2O,Cu,NA,10.1021/acssuschemeng.6b02115,successful,1.00
"benzene-1,3,5-tricarboxylic acid",80,16,water,1.00,NA,NA,NA,NA,Cu(NO3)2·3H2O,Cu,NA,10.1021/acssuschemeng.6b02115,poor yield,0.90
"benzene-1,3,5-tricarboxylic acid",80,16,water,0.50,ethanol,0.50,NA,NA,Cu(NO3)2·3H2O,Cu,NA,10.1021/acssuschemeng.6b02115,poor yield,0.90
"benzene-1,4-dicarboxylic acid",80,12,Cyrene,0.84,water,0.08,DMF,0.08,ZrOCl2·8H2O,Zr,acetic acid,10.1021/acssuschemeng.6b02115,successful,1.00
2-methylimidazole,110,10,Cyrene,1.00,NA,NA,NA,NA,Zn(NO3)2·6H2O,Zn,triethylamine,10.1016/j.ccr.2020.213407,successful,1.00
"2,5-dihydroxyterephthalic",100,16,Cyrene,0.50,ethanol,0.5,NA,NA,Co(NO3)2·6H2O,Co,NA,10.1016/j.ccr.2020.213407,successful,1.00
5-azidoisophthalic acid,25,504,DMA,1.00,NA,NA,NA,NA,Cu(NO3)2·3H2O,Cu,NA,10.1039/c8cy00579f,successful,1.00
5-azidoisophthalic acid,85,24,DMA,1.00,NA,NA,NA,NA,Cu(NO3)2·3H2O,Cu,NA,10.1039/c8cy00579f,successful,1.00
5-azidoisophthalic acid,85,24,DMF,1.00,NA,NA,NA,NA,Cu(NO3)2·3H2O,Cu,NA,10.1039/c8cy00579f,failed,0.00
"1,3,5-tris(4-cyanophenylethynyl)benzene",120,4,benzene,1.00,NA,NA,NA,NA,AgCF3SO3,Ag,NA,10.1039/d0fd00003e,successful,1.00
"1,3,5-tris(4-cyanophenylethynyl)benzene",120,4,water,1.00,NA,NA,NA,NA,AgCF3SO4,Ag,NA,generated,incompatible,0.00
"1,3,5-tris(4-cyanophenylethynyl)benzene",120,4,water,0.20,DMA,0.8,NA,NA,AgCF3SO5,Ag,NA,generated,incompatible,0.00
"1,3,5-tris(4-cyanophenylethynyl)benzene",100,20,water,1.00,NA,NA,NA,NA,AgCF3SO6,Ag,nitric acid,generated,incompatible,0.00
"benzene-1,3,5-tricarboxylic acid",160,48,toluene,0.50,sulphuric acid,0.5,NA,NA,FeCl3·6H2O,Fe,nitric acid,generated,incompatible,0.00
2-methylimidazole,150,24,ethylene glycol,0.50,nitric acid,0.5,NA,NA,Zn(NO3)2·6H2O,Zn,NA,generated,incompatible,0.00
2-methylimidazole,100,48,ethanol,0.50,nitric acid,0.5,NA,NA,Zn(NO3)2·6H2O,Zn,NA,generated,incompatible,0.00
(2E)-but-2-enedioic acid,100,24,DMF,0.2,ethanol,0.4,nitric acid,0.4,FeCl3·6H2O,Fe,NA,generated,incompatible,0.00
(2E)-but-2-enedioic acid,100,24,sulphuric acid,0.5,hydrogen peroxide,0.25,water,0.25,FeCl3·6H2O,Fe,NA,generated,incompatible,0.00
"benzene-1,4-dicarboxylic acid",120,16,Solketal,0.818,water,0.006,acetic acid,0.176,ZrCl4,Zr,NA,10.1021/acssuschemeng.0c05587,unknown pahse,0.50
"benzene-1,4-dicarboxylic acid",120,16,1-(2-hydroxyehtyl)-1-pyrrolidone,0.818,water,0.006,acetic acid,0.176,ZrCl4,Zr,NA,10.1021/acssuschemeng.0c05587,succesful,1.00
"benzene-1,4-dicarboxylic acid",120,16,"1,3-propanediol",0.818,water,0.006,acetic acid,0.176,ZrCl4,Zr,NA,10.1021/acssuschemeng.0c05587,succesful,1.00
"benzene-1,4-dicarboxylic acid",120,16,2-ethylhexylacetate,0.818,water,0.006,acetic acid,0.176,ZrCl4,Zr,NA,10.1021/acssuschemeng.0c05587,failed,0.00
"benzene-1,4-dicarboxylic acid",120,16,diethyl succinate,0.818,water,0.006,acetic acid,0.176,ZrCl4,Zr,NA,10.1021/acssuschemeng.0c05587,unknown phase,0.50
"benzene-1,4-dicarboxylic acid",120,16,dimethyl adipate,0.818,water,0.006,acetic acid,0.176,ZrCl4,Zr,NA,10.1021/acssuschemeng.0c05587,byproduct,0.30
"benzene-1,4-dicarboxylic acid",120,16,dimethyl succinate,0.818,water,0.006,acetic acid,0.176,ZrCl4,Zr,NA,10.1021/acssuschemeng.0c05587,unknown phase,0.50
"benzene-1,4-dicarboxylic acid",120,16,Esterol F,0.818,water,0.006,acetic acid,0.176,ZrCl4,Zr,NA,10.1021/acssuschemeng.0c05587,failed,0.00
"benzene-1,4-dicarboxylic acid",120,16,ethylene glycol diacetate,0.818,water,0.006,acetic acid,0.176,ZrCl4,Zr,NA,10.1021/acssuschemeng.0c05587,succesful,1.00
"benzene-1,4-dicarboxylic acid",120,16,ethyl-L-lactate,0.818,water,0.006,acetic acid,0.176,ZrCl4,Zr,NA,10.1021/acssuschemeng.0c05587,failed,0.00
"benzene-1,4-dicarboxylic acid",120,16,γ-valerolactone,0.818,water,0.006,acetic acid,0.176,ZrCl4,Zr,NA,10.1021/acssuschemeng.0c05587,sucessful,1.00
"benzene-1,4-dicarboxylic acid",120,16,i-butylacetate,0.818,water,0.006,acetic acid,0.176,ZrCl4,Zr,NA,10.1021/acssuschemeng.0c05587,failed,0.00
"benzene-1,4-dicarboxylic acid",120,16,i-propylacetate,0.818,water,0.006,acetic acid,0.176,ZrCl4,Zr,NA,10.1021/acssuschemeng.0c05587,failed,0.00
"benzene-1,4-dicarboxylic acid",120,16,IRIS,0.818,water,0.006,acetic acid,0.176,ZrCl4,Zr,NA,10.1021/acssuschemeng.0c05587,failed,0.00
"benzene-1,4-dicarboxylic acid",120,16,isoamyl acetate,0.818,water,0.006,acetic acid,0.176,ZrCl4,Zr,NA,10.1021/acssuschemeng.0c05587,failed,0.00
"benzene-1,4-dicarboxylic acid",120,16,methyl laurate,0.818,water,0.006,acetic acid,0.176,ZrCl4,Zr,NA,10.1021/acssuschemeng.0c05587,succesful,1.00
"benzene-1,4-dicarboxylic acid",120,16,n-amyl acetate,0.818,water,0.006,acetic acid,0.176,ZrCl4,Zr,NA,10.1021/acssuschemeng.0c05587,failed,0.00
"benzene-1,4-dicarboxylic acid",120,16,Purasolv EHL,0.818,water,0.006,acetic acid,0.176,ZrCl4,Zr,NA,10.1021/acssuschemeng.0c05587,failed,0.00
"benzene-1,4-dicarboxylic acid",120,16,triacetine,0.818,water,0.006,acetic acid,0.176,ZrCl4,Zr,NA,10.1021/acssuschemeng.0c05587,failed,0.00
"benzene-1,4-dicarboxylic acid",120,16,diethyl carbonate,0.818,water,0.006,acetic acid,0.176,ZrCl4,Zr,NA,10.1021/acssuschemeng.0c05587,sucessful,1.00
"benzene-1,4-dicarboxylic acid",120,16,dimethyl carbonate,0.818,water,0.006,acetic acid,0.176,ZrCl4,Zr,NA,10.1021/acssuschemeng.0c05587,byproduct,0.30
"benzene-1,4-dicarboxylic acid",120,16,propylene carbonate,0.818,water,0.006,acetic acid,0.176,ZrCl4,Zr,NA,10.1021/acssuschemeng.0c05587,succesful,1.00
"benzene-1,4-dicarboxylic acid",120,16,cyclohexanone,0.818,water,0.006,acetic acid,0.176,ZrCl4,Zr,NA,10.1021/acssuschemeng.0c05587,failed,0.00
"benzene-1,4-dicarboxylic acid",120,16,p-cymene,0.818,water,0.006,acetic acid,0.176,ZrCl4,Zr,NA,10.1021/acssuschemeng.0c05587,failed,0.00
"benzene-1,4-dicarboxylic acid",120,16,"1,3-dioxolane",0.818,water,0.006,acetic acid,0.176,ZrCl4,Zr,NA,10.1021/acssuschemeng.0c05587,failed,0.00
"benzene-1,4-dicarboxylic acid",120,16,2-methyltetrahydrofuran,0.818,water,0.006,acetic acid,0.176,ZrCl4,Zr,NA,10.1021/acssuschemeng.0c05587,failed,0.00
"benzene-1,4-dicarboxylic acid",120,16,anisole,0.818,water,0.006,acetic acid,0.176,ZrCl4,Zr,NA,10.1021/acssuschemeng.0c05587,failed,0.00
"benzene-1,4-dicarboxylic acid",120,16,4-methyltetrahydropyran,0.818,water,0.006,acetic acid,0.176,ZrCl4,Zr,NA,10.1021/acssuschemeng.0c05587,failed,0.00
"benzene-1,4-dicarboxylic acid",120,16,cyclopentylmethyl ether,0.818,water,0.006,acetic acid,0.176,ZrCl4,Zr,NA,10.1021/acssuschemeng.0c05587,failed,0.00
"benzene-1,4-dicarboxylic acid",120,16,t-amylmethyl ether,0.818,water,0.006,acetic acid,0.176,ZrCl4,Zr,NA,10.1021/acssuschemeng.0c05587,succesful,1.00
"benzene-1,4-dicarboxylic acid",120,16,Polarclean,0.818,water,0.006,acetic acid,0.176,ZrCl4,Zr,NA,10.1021/acssuschemeng.0c05587,sucessful,1.00
"benzene-1,4-dicarboxylic acid",120,16,Steposol,0.818,water,0.006,acetic acid,0.176,ZrCl4,Zr,NA,10.1021/acssuschemeng.0c05587,succesful,1.00
"benzene-1,4-dicarboxylic acid",120,16,Steposol,0.993,water,0.007,NA,NA,ZrCl4,Zr,NA,10.1021/acssuschemeng.0c05587,succesful,1.00
"benzene-1,4-dicarboxylic acid",120,16,DMF,0.818,water,0.006,acetic acid,0.176,ZrCl4,Zr,NA,10.1021/acssuschemeng.0c05587,sucessful,1.00
"benzene-1,4-dicarboxylic acid",100,24,acetic acid,0.40,water,0.60,NA,NA,Zr(NO3)4,Zr,NA,10.1021/acs.inorgchem.5b00435,modest yield,0.95
2-aminoterephthalic acid,100,24,acetic acid,0.20,water,0.80,NA,NA,Zr(NO3)4,Zr,NA,10.1021/acs.inorgchem.5b00435,modest yield,0.95
"2,5-dihydroxyterephthalic acid",100,24,acetic acid,0.60,water,0.40,NA,NA,Zr(NO3)4,Zr,NA,10.1021/acs.inorgchem.5b00435,sucessful,1.00
"1,2,4,5-benzenetetracarboxylic acid",100,24,acetic acid,0.40,water,0.60,NA,NA,Zr(NO3)4,Zr,NA,10.1021/acs.inorgchem.5b00435,sucessful,1.00
"2,5-diethyloxyterephthalic acid",100,24,acetic acid,0.40,water,0.60,NA,NA,Zr(NO3)4,Zr,NA,10.1021/acs.inorgchem.5b00435,sucessful,1.00
"2,3,5,6-tetrafluoro-1,4-benzenedicarboxylic acid",100,24,acetic acid,0.40,water,0.60,NA,NA,Zr(NO3)4,Zr,NA,10.1021/acs.inorgchem.5b00435,sucessful,1.00
"benzene-1,2,3,4,5,6-hexacarboxylic acid",100,24,acetic acid,0.60,water,0.40,NA,NA,Zr(NO3)4,Zr,NA,10.1021/acs.inorgchem.5b00435,modest yield,0.95
"benzene-1,3,5-tricarboxylic acid",118,NA,acetic acid,1.00,NA,NA,NA,NA,Cu(AcO)2·H2O,Cu,NA,10.1016/j.poly.2019.06.017,modest yield,0.95
"benzene-1,3,5-tricarboxylic acid",118,1,acetic acid,1.00,NA,NA,NA,NA,Co(AcO)2·4H2O,Co,NA,10.1016/j.poly.2019.06.017,succesful,1.00
"benzene-1,3,5-tricarboxylic acid",141,1,propionic acid,1.00,NA,NA,NA,NA,Ni(AcO)2·4H2O,Ni,NA,10.1016/j.poly.2019.06.017,succesful,1.00
"benzene-1,3,5-tricarboxylic acid",118,1,acetic acid,1.00,NA,NA,NA,NA,Bi(AcO)3,Bi,NA,10.1016/j.poly.2019.06.017,modest yield,0.95
"4,5-dicyanoimidazole",25,NA,acetonitrile,1.00,NA,NA,NA,NA,CuI,Cu,NA,10.1016/j.solidstatesciences.2022.106885,sucessful,1.00
"4,5-dicyanoimidazole",25,NA,acetonitrile,0.67,methanol,0.33,NA,NA,CuI,Cu,NA,10.1016/j.solidstatesciences.2022.106885,sucessful,1.00
"4-(3,5-dicarboxyphenyl)-2,2′:4′,4′′-terpyridine",125,72,DMA,0.50,DMSO,0.5,NA,NA,FeCl2·4H2O,Fe,HBF4 / H2O,10.1021/acs.cgd.0c00879,sucessful,1.00
"2,5-Bis-(1H-1,2,4-triazol-1-yl) terephthalic acid",130,72,DMF,0.14,methanol,0.29,water,0.57,Co(NO3)2·6H2O,Co,NA,10.1039/d1ce01093j,sucessful,1.00
"2,5-Bis-(1H-1,2,4-triazol-1-yl) terephthalic acid",130,72,DMSO,0.50,methanol,0.5,NA,NA,Co(NO3)2·6H2O,Co,NA,10.1039/d1ce01093j,sucessful,1.00
"2,5-Bis-(1H-1,2,4-triazol-1-yl) terephthalic acid",NA,0.02,DMSO,0.75,methanol,0.25,NA,NA,Co(NO3)2·6H2O,Co,NA,10.1039/d1ce01093j,sucessful,1.00
"5,5′-(1,4-phenylenedi-2,1-ethinyl)bis(1,3-benzenedicarboxylic acid)",100,24,DMA,1.00,NA,NA,NA,NA,Cu(NO3)2·3H2O,Cu,HCl / H2O,10.1021/cg4018536,sucessful,1.00
"5,5′-(1,4-phenylenedi-2,1-ethinyl)bis(1,3-benzenedicarboxylic acid)",100,24,DMF,0.50,dioxane,0.25,water,0.25,Cu(NO3)2·3H2O,Cu,HCl / H2O,10.1021/cg4018536,sucessful,1.00
"2, 5-dihydroxyterephthalic acid",120,120,acetic acid,1.00,NA,NA,NA,NA,Ti(OiPr)4,Ti,NA,10.1016/j.cej.2020.125080,sucessful,1.00
"trans-1,4-cyclo-hexanedicarboxylate",110,48,DMF,1.00,NA,NA,NA,NA,Cp2TiCl2,Ti,NA,10.1016/j.cej.2020.125080,sucessful,1.00
"4,4',4'',4'''-(5,10,15,20-porphyrintetrayl)tetrabenzoic acid",150,48,DEF,1.00,NA,NA,NA,NA,Ti(OiPr)4,Ti,NA,10.1016/j.cej.2020.125080,sucessful,1.00
"5-[(3,5-dicarboxyphenyl)methyl]benzene-1,3-dicarboxylic acid",101,24,formic acid,1.00,NA,NA,NA,NA,Ti(OiPr)4,Ti,NA,10.1016/j.cej.2020.125080,sucessful,1.00
"benzene-1,4-dicarboxylic acid",150,20,DMF,0.90,methanol,0.1,NA,NA,Ti(OnBu)4,Ti,NA,10.1002/anie.201108357,sucessful,1.00
2-aminoterephthalic acid,150,72,DMF,0.90,methanol,0.1,NA,NA,Ti(OnBu)4,Ti,NA,10.1002/anie.201108357,sucessful,1.00
"2,5-dihydroxyterephthalic acid",178,2,DEF,1.00,NA,NA,NA,NA,Ti(OiPr)4,Ti,NA,10.1021/acs.inorgchem.6b01060,sucessful,1.00
"2,5-dihydroxyterephthalic acid",200,20,DEF,1.00,NA,NA,NA,NA,Ti(OiPr)4,Ti,NA,10.1021/acs.inorgchem.6b01060,sucessful,1.00
"2,5-dihydroxyterephthalic acid",180,24,DEF,0.50,methanol,0.5,NA,NA,Ti(OiPr)4,Ti,NA,10.1021/acs.inorgchem.6b01060,sucessful,1.00
"2,5-dihydroxyterephthalic acid",120,120,acetic acid,0.67,diethylamine,0.33,NA,NA,Ti(OiPr)4,Ti,NA,10.1021/acs.inorgchem.6b01060,sucessful,1.00
"2,5-dihydroxyterephthalic acid",180,48,DEF,1.00,NA,NA,NA,NA,Ti(OiPr)4,Ti,catechol,10.1021/acs.inorgchem.6b01060,sucessful,1.00
"4,4',4'',4'''-(5,10,15,20-porphyrintetrayl)tetrabenzoic acid",150,48,water,1.00,NA,NA,NA,NA,Ti(OiPr)4,Ti,NA,generated,incompatible,0.00
"5-[(3,5-dicarboxyphenyl)methyl]benzene-1,3-dicarboxylic acid",101,24,water,1.00,NA,NA,NA,NA,Ti(OiPr)4,Ti,NA,generated,incompatible,0.00
"4,4',4'',4'''-(5,10,15,20-porphyrintetrayl)tetrabenzoic acid",110,40,water,0.50,methanol,0.50,NA,NA,TiCl4,Ti,NA,generated,incompatible,0.00
"5-[(3,5-dicarboxyphenyl)methyl]benzene-1,3-dicarboxylic acid",120,30,water,1.00,NA,NA,NA,NA,TiCl4,Ti,NA,generated,incompatible,0.00
"2,5-dihydroxyterephthalic acid",160,40,water,1.00,NA,NA,NA,NA,Ti(OiPr)4,Ti,NA,generated,incompatible,0.00
"2,5-dihydroxyterephthalic acid",160,20,water,1.00,NA,NA,NA,NA,TiCl4,Ti,NA,generated,incompatible,0.00
"2,5-dihydroxyterephthalic acid",200,20,water,0.50,DEF,0.5,NA,NA,Ti(OiPr)4,Ti,NA,generated,incompatible,0.00
"2,5-dihydroxyterephthalic acid",180,20,water,0.50,triethylamine,0.5,NA,NA,TiCl4,Ti,NA,generated,incompatible,0.00
"4,4',4'',4'''-(5,10,15,20-porphyrintetrayl)tetrabenzoic acid",200,10,sulphuric acid,1.00,NA,NA,NA,NA,CrO3,Cr,NA,generated,incompatible,0.00
"trans-1,4-cyclo-hexanedicarboxylate",100,48,sulphuric acid,1.00,NA,NA,NA,NA,Na2Cr2O7,Na,NA,generated,incompatible,0.00
2-aminoterephthalic acid,150,20,sulphuric acid,1.00,NA,NA,NA,NA,CrO3,Cr,NA,generated,incompatible,0.00
2-aminoterephthalic acid,98,16,water,1.00,NA,NA,NA,NA,Zr(SO4)2·4H2O,Zr,formic acid,10.1002/chem.202005151,sucessful,1.00
"2,3,5,6-tetrafluoro-1,4-benzenedicarboxylic acid",90,16,water,1.00,NA,NA,NA,NA,Zr(SO4)2·4H2O,Zr,sulphuric acid,10.1002/chem.202005151,sucessful,1.00
2-aminoterephthalic acid,25,72,water,1.00,NA,NA,NA,NA,Zr(acac)4,Zr,acetic acid,10.1002/chem.202005151,sucessful,1.00
(E)-but-2-enedioic acid,25,72,water,1.00,NA,NA,NA,NA,Zr(acac)4,Zr,acetic acid,10.1002/chem.202005151,sucessful,1.00
"2,5-dihydroxyterephthalic acid",25,72,water,1.00,NA,NA,NA,NA,Zr(acac)4,Zr,acetic acid,10.1002/chem.202005151,sucessful,1.00
"benzene-1,2,4-tricarboxylic acid",90,24,water,1.00,NA,NA,NA,NA,Zr(acac)4,Zr,acetic acid,10.1002/chem.202005151,sucessful,1.00
"benzene-1,2,4-tricarboxylic acid",90,3,water,1.00,NA,NA,NA,NA,Zr(SO4)2·4H2O,Zr,NA,10.1002/chem.202005151,sucessful,1.00
"benzene-1,2,4-tricarboxylic acid",95,0.5,water,1.00,NA,NA,NA,NA,Zr(SO4)2·4H2O,Zr,NA,10.1002/chem.202005151,sucessful,1.00
"benzene-1,4-dicarboxylic acid",120,4,DMF,1.00,NA,NA,NA,NA,ZrCl4,Zr,formic acid,10.1002/chem.202005151,sucessful,1.00
"2,5-furandicarboxylic acid",80,1,water,1.00,NA,NA,NA,NA,ZrOCl2·8H2O,Zr,acetic acid,10.1002/chem.202005151,sucessful,1.00
"benzene-1,4-dicarboxylic acid",120,4,DMF,1.00,NA,NA,NA,NA,ZrCl4,Zr,formic acid,10.1002/chem.202005151,sucessful,1.00
2-aminobutanedioic acid,120,1,water,1.00,NA,NA,NA,NA,ZrCl4,Zr,NA,10.1002/chem.202005151,sucessful,1.00
(E)-but-2-enedioic acid,NA,NA,formic acid,1.00,NA,NA,NA,NA,ZrCl4,Zr,NA,10.1002/chem.202005151,sucessful,1.00
 butanedioic acid,NA,NA,formic acid,1.00,NA,NA,NA,NA,ZrCl4,Zr,NA,10.1002/chem.202005151,sucessful,1.00
2-hydroxybutanedioic acid,NA,NA,formic acid,1.00,NA,NA,NA,NA,ZrCl4,Zr,NA,10.1002/chem.202005151,sucessful,1.00
"5-sulfo-1,4-benzenedicarboxylic",150,24,water,1.00,NA,NA,NA,NA,ZrCl4,Zr,KOH,10.1002/chem.202005151,sucessful,1.00
(E)-but-2-enedioic acid,120,240,water,1.00,NA,NA,NA,NA,ZrCl4,Zr,formic acid,10.1002/chem.202005151,sucessful,1.00
"benzene-1,4-dicarboxylic acid",140,24,acetone,1.00,NA,NA,NA,NA,ZrCl4,Zr,NA,10.1002/chem.202005151,sucessful,1.00
2-aminoterephthalic acid,100,24,acetone,1.00,NA,NA,NA,NA,ZrCl4,Zr,NA,10.1002/chem.202005151,sucessful,1.00
"2,5-pyridinedicarboxylic acid",120,3,water,1.00,NA,NA,NA,NA,ZrOCl2·8H2O,Zr,acetic acid,10.1002/chem.202005151,sucessful,1.00
(E)-but-2-enedioic acid,25,5.5,water,,NA,NA,NA,NA,ZrCl4,Zr,formic acid,10.1002/chem.202005151,sucessful,1.00
"benzene-1,2,4-tricarboxylic acid",25,72,water,,NA,NA,NA,NA,ZrCl4,Zr,formic acid,10.1002/chem.202005151,sucessful,1.00
"1H-Pyrazole-3,5-dicarboxylic acid",25,12,water,,NA,NA,NA,NA,ZrCl4,Zr,formic acid,10.1002/chem.202005151,sucessful,1.00
"benzene-1,3-dicarboxylic acid",180,26,formic acid,,NA,NA,NA,NA,ZrCl4,Zr,NA,10.1002/chem.202005151,sucessful,1.00
5-hydroxyisophthalic acid,180,22,formic acid,,NA,NA,NA,NA,ZrCl4,Zr,NA,10.1002/chem.202005151,sucessful,1.00
"5-[(3,5-dicarboxyphenyl)methyl]benzene-1,3-dicarboxylic acid",120,60,formic acid,0.42,acetic anhydride,0.58,NA,NA,ZrCl4,Zr,NA,10.1038/s41560-018-0261-6,sucessful,1.00
"benzene-1,4-dicarboxylic acid",70,72,tetrahydrofuran,1.00,NA,NA,NA,NA,Al(NO3)3·9H2O,Al,NA,10.1021/acssuschemeng.9b01022,sucessful,1.00
"2,6-naphthalenedicarboxylic acid",210,16,water,1.00,NA,NA,NA,NA,Al(NO3)3·9H2O,Al,KOH,10.1021/acssuschemeng.9b01022,sucessful,1.00
